"region","utbildningsnivå","ålder","kön","X2019"
"Haninge","eftergymnasial utbildning, 3 år eller mer","55-64 år","kvinnor",705
"Haninge","eftergymnasial utbildning, 3 år eller mer","65-74 år","män",465
"Haninge","eftergymnasial utbildning, 3 år eller mer","65-74 år","kvinnor",517
"Haninge","eftergymnasial utbildning, 3 år eller mer","75-84 år","män",263
"Haninge","eftergymnasial utbildning, 3 år eller mer","75-84 år","kvinnor",288
"Haninge","eftergymnasial utbildning, 3 år eller mer","85-94 år","män",60
"Haninge","eftergymnasial utbildning, 3 år eller mer","85-94 år","kvinnor",76
"Haninge","eftergymnasial utbildning, 3 år eller mer","95+ år","män",1
"Haninge","eftergymnasial utbildning, 3 år eller mer","95+ år","kvinnor",3
"Haninge","forskarutbildning","16-24 år","män",0
"Haninge","forskarutbildning","16-24 år","kvinnor",0
"Haninge","forskarutbildning","25-34 år","män",12
"Haninge","forskarutbildning","25-34 år","kvinnor",9
"Haninge","forskarutbildning","35-44 år","män",31
"Haninge","forskarutbildning","35-44 år","kvinnor",44
"Haninge","forskarutbildning","45-54 år","män",40
"Haninge","forskarutbildning","45-54 år","kvinnor",27
"Haninge","forskarutbildning","55-64 år","män",24
"Haninge","forskarutbildning","55-64 år","kvinnor",28
"Haninge","forskarutbildning","65-74 år","män",27
"Haninge","forskarutbildning","65-74 år","kvinnor",10
"Haninge","forskarutbildning","75-84 år","män",20
"Haninge","forskarutbildning","75-84 år","kvinnor",3
"Haninge","forskarutbildning","85-94 år","män",7
"Haninge","forskarutbildning","85-94 år","kvinnor",1
"Haninge","forskarutbildning","95+ år","män",0
"Haninge","forskarutbildning","95+ år","kvinnor",0
"Haninge","uppgift om utbildningsnivå saknas","16-24 år","män",391
"Haninge","uppgift om utbildningsnivå saknas","16-24 år","kvinnor",262
"Haninge","uppgift om utbildningsnivå saknas","25-34 år","män",550
"Haninge","uppgift om utbildningsnivå saknas","25-34 år","kvinnor",307
"Haninge","uppgift om utbildningsnivå saknas","35-44 år","män",499
"Haninge","uppgift om utbildningsnivå saknas","35-44 år","kvinnor",190
"Haninge","uppgift om utbildningsnivå saknas","45-54 år","män",256
"Haninge","uppgift om utbildningsnivå saknas","45-54 år","kvinnor",102
"Haninge","uppgift om utbildningsnivå saknas","55-64 år","män",103
"Haninge","uppgift om utbildningsnivå saknas","55-64 år","kvinnor",75
"Haninge","uppgift om utbildningsnivå saknas","65-74 år","män",52
"Haninge","uppgift om utbildningsnivå saknas","65-74 år","kvinnor",50
"Haninge","uppgift om utbildningsnivå saknas","75-84 år","män",31
"Haninge","uppgift om utbildningsnivå saknas","75-84 år","kvinnor",51
"Haninge","uppgift om utbildningsnivå saknas","85-94 år","män",11
"Haninge","uppgift om utbildningsnivå saknas","85-94 år","kvinnor",32
"Haninge","uppgift om utbildningsnivå saknas","95+ år","män",0
"Haninge","uppgift om utbildningsnivå saknas","95+ år","kvinnor",7
"Tyresö","förgymnasial utbildning kortare än 9 år","16-24 år","män",26
"Tyresö","förgymnasial utbildning kortare än 9 år","16-24 år","kvinnor",17
"Tyresö","förgymnasial utbildning kortare än 9 år","25-34 år","män",46
"Tyresö","förgymnasial utbildning kortare än 9 år","25-34 år","kvinnor",41
"Tyresö","förgymnasial utbildning kortare än 9 år","35-44 år","män",54
"Tyresö","förgymnasial utbildning kortare än 9 år","35-44 år","kvinnor",46
"Tyresö","förgymnasial utbildning kortare än 9 år","45-54 år","män",41
"Tyresö","förgymnasial utbildning kortare än 9 år","45-54 år","kvinnor",57
"Tyresö","förgymnasial utbildning kortare än 9 år","55-64 år","män",45
"Tyresö","förgymnasial utbildning kortare än 9 år","55-64 år","kvinnor",63
"Tyresö","förgymnasial utbildning kortare än 9 år","65-74 år","män",119
"Tyresö","förgymnasial utbildning kortare än 9 år","65-74 år","kvinnor",133
"Tyresö","förgymnasial utbildning kortare än 9 år","75-84 år","män",228
"Tyresö","förgymnasial utbildning kortare än 9 år","75-84 år","kvinnor",254
"Tyresö","förgymnasial utbildning kortare än 9 år","85-94 år","män",83
"Tyresö","förgymnasial utbildning kortare än 9 år","85-94 år","kvinnor",150
"Tyresö","förgymnasial utbildning kortare än 9 år","95+ år","män",4
"Tyresö","förgymnasial utbildning kortare än 9 år","95+ år","kvinnor",20
"Tyresö","förgymnasial utbildning, 9 (10) år","16-24 år","män",1185
"Tyresö","förgymnasial utbildning, 9 (10) år","16-24 år","kvinnor",1059
"Tyresö","förgymnasial utbildning, 9 (10) år","25-34 år","män",304
"Tyresö","förgymnasial utbildning, 9 (10) år","25-34 år","kvinnor",162
"Tyresö","förgymnasial utbildning, 9 (10) år","35-44 år","män",288
"Tyresö","förgymnasial utbildning, 9 (10) år","35-44 år","kvinnor",166
"Tyresö","förgymnasial utbildning, 9 (10) år","45-54 år","män",316
"Tyresö","förgymnasial utbildning, 9 (10) år","45-54 år","kvinnor",209
"Tyresö","förgymnasial utbildning, 9 (10) år","55-64 år","män",399
"Tyresö","förgymnasial utbildning, 9 (10) år","55-64 år","kvinnor",202
"Tyresö","förgymnasial utbildning, 9 (10) år","65-74 år","män",268
"Tyresö","förgymnasial utbildning, 9 (10) år","65-74 år","kvinnor",251
"Tyresö","förgymnasial utbildning, 9 (10) år","75-84 år","män",107
"Tyresö","förgymnasial utbildning, 9 (10) år","75-84 år","kvinnor",202
"Tyresö","förgymnasial utbildning, 9 (10) år","85-94 år","män",24
"Tyresö","förgymnasial utbildning, 9 (10) år","85-94 år","kvinnor",63
"Tyresö","förgymnasial utbildning, 9 (10) år","95+ år","män",0
"Tyresö","förgymnasial utbildning, 9 (10) år","95+ år","kvinnor",5
"Tyresö","gymnasial utbildning, högst 2 år","16-24 år","män",76
"Tyresö","gymnasial utbildning, högst 2 år","16-24 år","kvinnor",48
"Tyresö","gymnasial utbildning, högst 2 år","25-34 år","män",216
"Tyresö","gymnasial utbildning, högst 2 år","25-34 år","kvinnor",212
"Tyresö","gymnasial utbildning, högst 2 år","35-44 år","män",330
"Tyresö","gymnasial utbildning, högst 2 år","35-44 år","kvinnor",265
"Tyresö","gymnasial utbildning, högst 2 år","45-54 år","män",1179
"Tyresö","gymnasial utbildning, högst 2 år","45-54 år","kvinnor",802
"Tyresö","gymnasial utbildning, högst 2 år","55-64 år","män",904
"Tyresö","gymnasial utbildning, högst 2 år","55-64 år","kvinnor",835
"Tyresö","gymnasial utbildning, högst 2 år","65-74 år","män",480
"Tyresö","gymnasial utbildning, högst 2 år","65-74 år","kvinnor",671
"Tyresö","gymnasial utbildning, högst 2 år","75-84 år","män",304
"Tyresö","gymnasial utbildning, högst 2 år","75-84 år","kvinnor",582
"Tyresö","gymnasial utbildning, högst 2 år","85-94 år","män",66
"Tyresö","gymnasial utbildning, högst 2 år","85-94 år","kvinnor",162
"Tyresö","gymnasial utbildning, högst 2 år","95+ år","män",3
"Tyresö","gymnasial utbildning, högst 2 år","95+ år","kvinnor",12
"Tyresö","gymnasial utbildning, 3 år","16-24 år","män",1079
"Tyresö","gymnasial utbildning, 3 år","16-24 år","kvinnor",888
"Tyresö","gymnasial utbildning, 3 år","25-34 år","män",1146
"Tyresö","gymnasial utbildning, 3 år","25-34 år","kvinnor",890
"Tyresö","gymnasial utbildning, 3 år","35-44 år","män",1015
"Tyresö","gymnasial utbildning, 3 år","35-44 år","kvinnor",820
"Tyresö","gymnasial utbildning, 3 år","45-54 år","män",723
"Tyresö","gymnasial utbildning, 3 år","45-54 år","kvinnor",854
"Tyresö","gymnasial utbildning, 3 år","55-64 år","män",385
"Tyresö","gymnasial utbildning, 3 år","55-64 år","kvinnor",471
"Tyresö","gymnasial utbildning, 3 år","65-74 år","män",395
"Tyresö","gymnasial utbildning, 3 år","65-74 år","kvinnor",284
"Tyresö","gymnasial utbildning, 3 år","75-84 år","män",398
"Tyresö","gymnasial utbildning, 3 år","75-84 år","kvinnor",174
"Tyresö","gymnasial utbildning, 3 år","85-94 år","män",112
"Tyresö","gymnasial utbildning, 3 år","85-94 år","kvinnor",37
"Tyresö","gymnasial utbildning, 3 år","95+ år","män",3
"Tyresö","gymnasial utbildning, 3 år","95+ år","kvinnor",1
"Tyresö","eftergymnasial utbildning, mindre än 3 år","16-24 år","män",160
"Tyresö","eftergymnasial utbildning, mindre än 3 år","16-24 år","kvinnor",202
"Tyresö","eftergymnasial utbildning, mindre än 3 år","25-34 år","män",483
"Tyresö","eftergymnasial utbildning, mindre än 3 år","25-34 år","kvinnor",453
"Tyresö","eftergymnasial utbildning, mindre än 3 år","35-44 år","män",448
"Tyresö","eftergymnasial utbildning, mindre än 3 år","35-44 år","kvinnor",475
"Tyresö","eftergymnasial utbildning, mindre än 3 år","45-54 år","män",676
"Tyresö","eftergymnasial utbildning, mindre än 3 år","45-54 år","kvinnor",598
"Tyresö","eftergymnasial utbildning, mindre än 3 år","55-64 år","män",459
"Tyresö","eftergymnasial utbildning, mindre än 3 år","55-64 år","kvinnor",455
"Tyresö","eftergymnasial utbildning, mindre än 3 år","65-74 år","män",253
"Tyresö","eftergymnasial utbildning, mindre än 3 år","65-74 år","kvinnor",336
"Tyresö","eftergymnasial utbildning, mindre än 3 år","75-84 år","män",134
"Tyresö","eftergymnasial utbildning, mindre än 3 år","75-84 år","kvinnor",242
"Tyresö","eftergymnasial utbildning, mindre än 3 år","85-94 år","män",28
"Tyresö","eftergymnasial utbildning, mindre än 3 år","85-94 år","kvinnor",53
"Tyresö","eftergymnasial utbildning, mindre än 3 år","95+ år","män",1
"Tyresö","eftergymnasial utbildning, mindre än 3 år","95+ år","kvinnor",3
"Tyresö","eftergymnasial utbildning, 3 år eller mer","16-24 år","män",47
"Tyresö","eftergymnasial utbildning, 3 år eller mer","16-24 år","kvinnor",72
"Tyresö","eftergymnasial utbildning, 3 år eller mer","25-34 år","män",434
"Tyresö","eftergymnasial utbildning, 3 år eller mer","25-34 år","kvinnor",816
"Tyresö","eftergymnasial utbildning, 3 år eller mer","35-44 år","män",843
"Tyresö","eftergymnasial utbildning, 3 år eller mer","35-44 år","kvinnor",1340
"Tyresö","eftergymnasial utbildning, 3 år eller mer","45-54 år","män",802
"Tyresö","eftergymnasial utbildning, 3 år eller mer","45-54 år","kvinnor",1207
"Tyresö","eftergymnasial utbildning, 3 år eller mer","55-64 år","män",448
"Tyresö","eftergymnasial utbildning, 3 år eller mer","55-64 år","kvinnor",559
"Tyresö","eftergymnasial utbildning, 3 år eller mer","65-74 år","män",304
"Tyresö","eftergymnasial utbildning, 3 år eller mer","65-74 år","kvinnor",391
"Tyresö","eftergymnasial utbildning, 3 år eller mer","75-84 år","män",188
"Tyresö","eftergymnasial utbildning, 3 år eller mer","75-84 år","kvinnor",291
"Tyresö","eftergymnasial utbildning, 3 år eller mer","85-94 år","män",54
"Tyresö","eftergymnasial utbildning, 3 år eller mer","85-94 år","kvinnor",57
"Tyresö","eftergymnasial utbildning, 3 år eller mer","95+ år","män",0
"Tyresö","eftergymnasial utbildning, 3 år eller mer","95+ år","kvinnor",2
"Tyresö","forskarutbildning","16-24 år","män",0
"Tyresö","forskarutbildning","16-24 år","kvinnor",0
"Tyresö","forskarutbildning","25-34 år","män",6
"Tyresö","forskarutbildning","25-34 år","kvinnor",4
"Tyresö","forskarutbildning","35-44 år","män",31
"Tyresö","forskarutbildning","35-44 år","kvinnor",21
"Tyresö","forskarutbildning","45-54 år","män",48
"Tyresö","forskarutbildning","45-54 år","kvinnor",40
"Tyresö","forskarutbildning","55-64 år","män",26
"Tyresö","forskarutbildning","55-64 år","kvinnor",27
"Tyresö","forskarutbildning","65-74 år","män",21
"Tyresö","forskarutbildning","65-74 år","kvinnor",12
"Tyresö","forskarutbildning","75-84 år","män",21
"Tyresö","forskarutbildning","75-84 år","kvinnor",5
"Tyresö","forskarutbildning","85-94 år","män",2
"Tyresö","forskarutbildning","85-94 år","kvinnor",3
"Tyresö","forskarutbildning","95+ år","män",0
"Tyresö","forskarutbildning","95+ år","kvinnor",0
"Tyresö","uppgift om utbildningsnivå saknas","16-24 år","män",161
"Tyresö","uppgift om utbildningsnivå saknas","16-24 år","kvinnor",97
"Tyresö","uppgift om utbildningsnivå saknas","25-34 år","män",181
"Tyresö","uppgift om utbildningsnivå saknas","25-34 år","kvinnor",82
"Tyresö","uppgift om utbildningsnivå saknas","35-44 år","män",135
"Tyresö","uppgift om utbildningsnivå saknas","35-44 år","kvinnor",66
"Tyresö","uppgift om utbildningsnivå saknas","45-54 år","män",56
"Tyresö","uppgift om utbildningsnivå saknas","45-54 år","kvinnor",34
"Tyresö","uppgift om utbildningsnivå saknas","55-64 år","män",32
"Tyresö","uppgift om utbildningsnivå saknas","55-64 år","kvinnor",23
"Tyresö","uppgift om utbildningsnivå saknas","65-74 år","män",10
"Tyresö","uppgift om utbildningsnivå saknas","65-74 år","kvinnor",15
"Tyresö","uppgift om utbildningsnivå saknas","75-84 år","män",15
"Tyresö","uppgift om utbildningsnivå saknas","75-84 år","kvinnor",17
"Tyresö","uppgift om utbildningsnivå saknas","85-94 år","män",5
"Tyresö","uppgift om utbildningsnivå saknas","85-94 år","kvinnor",13
"Tyresö","uppgift om utbildningsnivå saknas","95+ år","män",1
"Tyresö","uppgift om utbildningsnivå saknas","95+ år","kvinnor",3
"Upplands-Bro","förgymnasial utbildning kortare än 9 år","16-24 år","män",19
"Upplands-Bro","förgymnasial utbildning kortare än 9 år","16-24 år","kvinnor",8
"Upplands-Bro","förgymnasial utbildning kortare än 9 år","25-34 år","män",59
"Upplands-Bro","förgymnasial utbildning kortare än 9 år","25-34 år","kvinnor",36
"Upplands-Bro","förgymnasial utbildning kortare än 9 år","35-44 år","män",74
"Upplands-Bro","förgymnasial utbildning kortare än 9 år","35-44 år","kvinnor",80
"Upplands-Bro","förgymnasial utbildning kortare än 9 år","45-54 år","män",50
"Upplands-Bro","förgymnasial utbildning kortare än 9 år","45-54 år","kvinnor",61
"Upplands-Bro","förgymnasial utbildning kortare än 9 år","55-64 år","män",44
"Upplands-Bro","förgymnasial utbildning kortare än 9 år","55-64 år","kvinnor",59
"Upplands-Bro","förgymnasial utbildning kortare än 9 år","65-74 år","män",132
"Upplands-Bro","förgymnasial utbildning kortare än 9 år","65-74 år","kvinnor",99
"Upplands-Bro","förgymnasial utbildning kortare än 9 år","75-84 år","män",163
"Upplands-Bro","förgymnasial utbildning kortare än 9 år","75-84 år","kvinnor",165
"Upplands-Bro","förgymnasial utbildning kortare än 9 år","85-94 år","män",32
"Upplands-Bro","förgymnasial utbildning kortare än 9 år","85-94 år","kvinnor",90
"Upplands-Bro","förgymnasial utbildning kortare än 9 år","95+ år","män",3
"Upplands-Bro","förgymnasial utbildning kortare än 9 år","95+ år","kvinnor",7
"Upplands-Bro","förgymnasial utbildning, 9 (10) år","16-24 år","män",676
"Upplands-Bro","förgymnasial utbildning, 9 (10) år","16-24 år","kvinnor",625
"Upplands-Bro","förgymnasial utbildning, 9 (10) år","25-34 år","män",228
"Upplands-Bro","förgymnasial utbildning, 9 (10) år","25-34 år","kvinnor",146
"Upplands-Bro","förgymnasial utbildning, 9 (10) år","35-44 år","män",220
"Upplands-Bro","förgymnasial utbildning, 9 (10) år","35-44 år","kvinnor",128
"Upplands-Bro","förgymnasial utbildning, 9 (10) år","45-54 år","män",215
"Upplands-Bro","förgymnasial utbildning, 9 (10) år","45-54 år","kvinnor",156
"Upplands-Bro","förgymnasial utbildning, 9 (10) år","55-64 år","män",244
"Upplands-Bro","förgymnasial utbildning, 9 (10) år","55-64 år","kvinnor",142
"Upplands-Bro","förgymnasial utbildning, 9 (10) år","65-74 år","män",178
"Upplands-Bro","förgymnasial utbildning, 9 (10) år","65-74 år","kvinnor",186
"Upplands-Bro","förgymnasial utbildning, 9 (10) år","75-84 år","män",47
"Upplands-Bro","förgymnasial utbildning, 9 (10) år","75-84 år","kvinnor",74
"Upplands-Bro","förgymnasial utbildning, 9 (10) år","85-94 år","män",6
"Upplands-Bro","förgymnasial utbildning, 9 (10) år","85-94 år","kvinnor",27
"Upplands-Bro","förgymnasial utbildning, 9 (10) år","95+ år","män",0
"Upplands-Bro","förgymnasial utbildning, 9 (10) år","95+ år","kvinnor",4
"Upplands-Bro","gymnasial utbildning, högst 2 år","16-24 år","män",49
"Upplands-Bro","gymnasial utbildning, högst 2 år","16-24 år","kvinnor",55
"Upplands-Bro","gymnasial utbildning, högst 2 år","25-34 år","män",275
"Upplands-Bro","gymnasial utbildning, högst 2 år","25-34 år","kvinnor",189
"Upplands-Bro","gymnasial utbildning, högst 2 år","35-44 år","män",299
"Upplands-Bro","gymnasial utbildning, högst 2 år","35-44 år","kvinnor",236
"Upplands-Bro","gymnasial utbildning, högst 2 år","45-54 år","män",712
"Upplands-Bro","gymnasial utbildning, högst 2 år","45-54 år","kvinnor",520
"Upplands-Bro","gymnasial utbildning, högst 2 år","55-64 år","män",552
"Upplands-Bro","gymnasial utbildning, högst 2 år","55-64 år","kvinnor",494
"Upplands-Bro","gymnasial utbildning, högst 2 år","65-74 år","män",319
"Upplands-Bro","gymnasial utbildning, högst 2 år","65-74 år","kvinnor",496
"Upplands-Bro","gymnasial utbildning, högst 2 år","75-84 år","män",142
"Upplands-Bro","gymnasial utbildning, högst 2 år","75-84 år","kvinnor",273
"Upplands-Bro","gymnasial utbildning, högst 2 år","85-94 år","män",23
