"region","hushållstyp","boendeform","X2019"
"Karlshamn","ensamstående män -64 år utan barn","specialbostad",118
"Karlshamn","ensamstående män -64 år utan barn","övrigt boende",35
"Karlshamn","ensamstående män -64 år utan barn","uppgift saknas",99
"Karlshamn","ensamstående män 65- år utan barn","småhus, äganderätt",421
"Karlshamn","ensamstående män 65- år utan barn","småhus, bostadsrätt",13
"Karlshamn","ensamstående män 65- år utan barn","småhus, hyresrätt",28
"Karlshamn","ensamstående män 65- år utan barn","flerbostadshus, bostadsrätt",157
"Karlshamn","ensamstående män 65- år utan barn","flerbostadshus, hyresrätt",270
"Karlshamn","ensamstående män 65- år utan barn","specialbostad",72
"Karlshamn","ensamstående män 65- år utan barn","övrigt boende",12
"Karlshamn","ensamstående män 65- år utan barn","uppgift saknas",35
"Karlshamn","ensamstående kvinnor med barn 0-24 år","småhus, äganderätt",187
"Karlshamn","ensamstående kvinnor med barn 0-24 år","småhus, bostadsrätt",13
"Karlshamn","ensamstående kvinnor med barn 0-24 år","småhus, hyresrätt",49
"Karlshamn","ensamstående kvinnor med barn 0-24 år","flerbostadshus, bostadsrätt",31
"Karlshamn","ensamstående kvinnor med barn 0-24 år","flerbostadshus, hyresrätt",262
"Karlshamn","ensamstående kvinnor med barn 0-24 år","specialbostad",0
"Karlshamn","ensamstående kvinnor med barn 0-24 år","övrigt boende",8
"Karlshamn","ensamstående kvinnor med barn 0-24 år","uppgift saknas",13
"Karlshamn","ensamstående män med barn 0-24 år","småhus, äganderätt",151
"Karlshamn","ensamstående män med barn 0-24 år","småhus, bostadsrätt",0
"Karlshamn","ensamstående män med barn 0-24 år","småhus, hyresrätt",8
"Karlshamn","ensamstående män med barn 0-24 år","flerbostadshus, bostadsrätt",7
"Karlshamn","ensamstående män med barn 0-24 år","flerbostadshus, hyresrätt",61
"Karlshamn","ensamstående män med barn 0-24 år","specialbostad",0
"Karlshamn","ensamstående män med barn 0-24 år","övrigt boende",0
"Karlshamn","ensamstående män med barn 0-24 år","uppgift saknas",5
"Karlshamn","sammanboende utan barn","småhus, äganderätt",3105
"Karlshamn","sammanboende utan barn","småhus, bostadsrätt",77
"Karlshamn","sammanboende utan barn","småhus, hyresrätt",97
"Karlshamn","sammanboende utan barn","flerbostadshus, bostadsrätt",416
"Karlshamn","sammanboende utan barn","flerbostadshus, hyresrätt",580
"Karlshamn","sammanboende utan barn","specialbostad",18
"Karlshamn","sammanboende utan barn","övrigt boende",58
"Karlshamn","sammanboende utan barn","uppgift saknas",40
"Karlshamn","sammanboende med barn 0-24 år, 1 barn","småhus, äganderätt",766
"Karlshamn","sammanboende med barn 0-24 år, 1 barn","småhus, bostadsrätt",15
"Karlshamn","sammanboende med barn 0-24 år, 1 barn","småhus, hyresrätt",19
"Karlshamn","sammanboende med barn 0-24 år, 1 barn","flerbostadshus, bostadsrätt",44
"Karlshamn","sammanboende med barn 0-24 år, 1 barn","flerbostadshus, hyresrätt",139
"Karlshamn","sammanboende med barn 0-24 år, 1 barn","specialbostad",0
"Karlshamn","sammanboende med barn 0-24 år, 1 barn","övrigt boende",8
"Karlshamn","sammanboende med barn 0-24 år, 1 barn","uppgift saknas",13
"Karlshamn","sammanboende med barn 0-24 år, 2 barn","småhus, äganderätt",1229
"Karlshamn","sammanboende med barn 0-24 år, 2 barn","småhus, bostadsrätt",11
"Karlshamn","sammanboende med barn 0-24 år, 2 barn","småhus, hyresrätt",29
"Karlshamn","sammanboende med barn 0-24 år, 2 barn","flerbostadshus, bostadsrätt",17
"Karlshamn","sammanboende med barn 0-24 år, 2 barn","flerbostadshus, hyresrätt",136
"Karlshamn","sammanboende med barn 0-24 år, 2 barn","specialbostad",0
"Karlshamn","sammanboende med barn 0-24 år, 2 barn","övrigt boende",8
"Karlshamn","sammanboende med barn 0-24 år, 2 barn","uppgift saknas",12
"Karlshamn","sammanboende med barn 0-24 år, 3+  barn","småhus, äganderätt",431
"Karlshamn","sammanboende med barn 0-24 år, 3+  barn","småhus, bostadsrätt",0
"Karlshamn","sammanboende med barn 0-24 år, 3+  barn","småhus, hyresrätt",15
"Karlshamn","sammanboende med barn 0-24 år, 3+  barn","flerbostadshus, bostadsrätt",0
"Karlshamn","sammanboende med barn 0-24 år, 3+  barn","flerbostadshus, hyresrätt",128
"Karlshamn","sammanboende med barn 0-24 år, 3+  barn","specialbostad",0
"Karlshamn","sammanboende med barn 0-24 år, 3+  barn","övrigt boende",5
"Karlshamn","sammanboende med barn 0-24 år, 3+  barn","uppgift saknas",8
"Karlshamn","övriga hushåll utan barn 0-24 år","småhus, äganderätt",403
"Karlshamn","övriga hushåll utan barn 0-24 år","småhus, bostadsrätt",8
"Karlshamn","övriga hushåll utan barn 0-24 år","småhus, hyresrätt",15
"Karlshamn","övriga hushåll utan barn 0-24 år","flerbostadshus, bostadsrätt",68
"Karlshamn","övriga hushåll utan barn 0-24 år","flerbostadshus, hyresrätt",193
"Karlshamn","övriga hushåll utan barn 0-24 år","specialbostad",13
"Karlshamn","övriga hushåll utan barn 0-24 år","övrigt boende",16
"Karlshamn","övriga hushåll utan barn 0-24 år","uppgift saknas",0
"Karlshamn","övriga hushåll med barn 0-24 år","småhus, äganderätt",147
"Karlshamn","övriga hushåll med barn 0-24 år","småhus, bostadsrätt",0
"Karlshamn","övriga hushåll med barn 0-24 år","småhus, hyresrätt",6
"Karlshamn","övriga hushåll med barn 0-24 år","flerbostadshus, bostadsrätt",8
"Karlshamn","övriga hushåll med barn 0-24 år","flerbostadshus, hyresrätt",87
"Karlshamn","övriga hushåll med barn 0-24 år","specialbostad",0
"Karlshamn","övriga hushåll med barn 0-24 år","övrigt boende",7
"Karlshamn","övriga hushåll med barn 0-24 år","uppgift saknas",0
"Sölvesborg","ensamstående kvinnor -64 år utan barn","småhus, äganderätt",214
"Sölvesborg","ensamstående kvinnor -64 år utan barn","småhus, bostadsrätt",18
"Sölvesborg","ensamstående kvinnor -64 år utan barn","småhus, hyresrätt",25
"Sölvesborg","ensamstående kvinnor -64 år utan barn","flerbostadshus, bostadsrätt",52
"Sölvesborg","ensamstående kvinnor -64 år utan barn","flerbostadshus, hyresrätt",252
"Sölvesborg","ensamstående kvinnor -64 år utan barn","specialbostad",10
"Sölvesborg","ensamstående kvinnor -64 år utan barn","övrigt boende",28
"Sölvesborg","ensamstående kvinnor -64 år utan barn","uppgift saknas",40
"Sölvesborg","ensamstående kvinnor 65- år utan barn","småhus, äganderätt",390
"Sölvesborg","ensamstående kvinnor 65- år utan barn","småhus, bostadsrätt",30
"Sölvesborg","ensamstående kvinnor 65- år utan barn","småhus, hyresrätt",39
"Sölvesborg","ensamstående kvinnor 65- år utan barn","flerbostadshus, bostadsrätt",151
"Sölvesborg","ensamstående kvinnor 65- år utan barn","flerbostadshus, hyresrätt",256
"Sölvesborg","ensamstående kvinnor 65- år utan barn","specialbostad",65
"Sölvesborg","ensamstående kvinnor 65- år utan barn","övrigt boende",13
"Sölvesborg","ensamstående kvinnor 65- år utan barn","uppgift saknas",52
"Sölvesborg","ensamstående män -64 år utan barn","småhus, äganderätt",379
"Sölvesborg","ensamstående män -64 år utan barn","småhus, bostadsrätt",11
"Sölvesborg","ensamstående män -64 år utan barn","småhus, hyresrätt",25
"Sölvesborg","ensamstående män -64 år utan barn","flerbostadshus, bostadsrätt",102
"Sölvesborg","ensamstående män -64 år utan barn","flerbostadshus, hyresrätt",369
"Sölvesborg","ensamstående män -64 år utan barn","specialbostad",15
"Sölvesborg","ensamstående män -64 år utan barn","övrigt boende",25
"Sölvesborg","ensamstående män -64 år utan barn","uppgift saknas",56
"Sölvesborg","ensamstående män 65- år utan barn","småhus, äganderätt",306
"Sölvesborg","ensamstående män 65- år utan barn","småhus, bostadsrätt",7
"Sölvesborg","ensamstående män 65- år utan barn","småhus, hyresrätt",14
"Sölvesborg","ensamstående män 65- år utan barn","flerbostadshus, bostadsrätt",52
"Sölvesborg","ensamstående män 65- år utan barn","flerbostadshus, hyresrätt",118
"Sölvesborg","ensamstående män 65- år utan barn","specialbostad",21
"Sölvesborg","ensamstående män 65- år utan barn","övrigt boende",0
"Sölvesborg","ensamstående män 65- år utan barn","uppgift saknas",22
"Sölvesborg","ensamstående kvinnor med barn 0-24 år","småhus, äganderätt",122
"Sölvesborg","ensamstående kvinnor med barn 0-24 år","småhus, bostadsrätt",10
"Sölvesborg","ensamstående kvinnor med barn 0-24 år","småhus, hyresrätt",31
"Sölvesborg","ensamstående kvinnor med barn 0-24 år","flerbostadshus, bostadsrätt",6
"Sölvesborg","ensamstående kvinnor med barn 0-24 år","flerbostadshus, hyresrätt",119
"Sölvesborg","ensamstående kvinnor med barn 0-24 år","specialbostad",0
"Sölvesborg","ensamstående kvinnor med barn 0-24 år","övrigt boende",6
"Sölvesborg","ensamstående kvinnor med barn 0-24 år","uppgift saknas",21
"Sölvesborg","ensamstående män med barn 0-24 år","småhus, äganderätt",98
"Sölvesborg","ensamstående män med barn 0-24 år","småhus, bostadsrätt",0
"Sölvesborg","ensamstående män med barn 0-24 år","småhus, hyresrätt",7
"Sölvesborg","ensamstående män med barn 0-24 år","flerbostadshus, bostadsrätt",0
"Sölvesborg","ensamstående män med barn 0-24 år","flerbostadshus, hyresrätt",17
"Sölvesborg","ensamstående män med barn 0-24 år","specialbostad",0
"Sölvesborg","ensamstående män med barn 0-24 år","övrigt boende",0
"Sölvesborg","ensamstående män med barn 0-24 år","uppgift saknas",0
"Sölvesborg","sammanboende utan barn","småhus, äganderätt",1901
"Sölvesborg","sammanboende utan barn","småhus, bostadsrätt",55
"Sölvesborg","sammanboende utan barn","småhus, hyresrätt",66
"Sölvesborg","sammanboende utan barn","flerbostadshus, bostadsrätt",151
"Sölvesborg","sammanboende utan barn","flerbostadshus, hyresrätt",221
"Sölvesborg","sammanboende utan barn","specialbostad",0
"Sölvesborg","sammanboende utan barn","övrigt boende",24
"Sölvesborg","sammanboende utan barn","uppgift saknas",18
"Sölvesborg","sammanboende med barn 0-24 år, 1 barn","småhus, äganderätt",425
"Sölvesborg","sammanboende med barn 0-24 år, 1 barn","småhus, bostadsrätt",0
"Sölvesborg","sammanboende med barn 0-24 år, 1 barn","småhus, hyresrätt",16
"Sölvesborg","sammanboende med barn 0-24 år, 1 barn","flerbostadshus, bostadsrätt",0
"Sölvesborg","sammanboende med barn 0-24 år, 1 barn","flerbostadshus, hyresrätt",54
"Sölvesborg","sammanboende med barn 0-24 år, 1 barn","specialbostad",0
"Sölvesborg","sammanboende med barn 0-24 år, 1 barn","övrigt boende",8
"Sölvesborg","sammanboende med barn 0-24 år, 1 barn","uppgift saknas",6
"Sölvesborg","sammanboende med barn 0-24 år, 2 barn","småhus, äganderätt",724
"Sölvesborg","sammanboende med barn 0-24 år, 2 barn","småhus, bostadsrätt",0
"Sölvesborg","sammanboende med barn 0-24 år, 2 barn","småhus, hyresrätt",14
"Sölvesborg","sammanboende med barn 0-24 år, 2 barn","flerbostadshus, bostadsrätt",0
"Sölvesborg","sammanboende med barn 0-24 år, 2 barn","flerbostadshus, hyresrätt",45
"Sölvesborg","sammanboende med barn 0-24 år, 2 barn","specialbostad",0
"Sölvesborg","sammanboende med barn 0-24 år, 2 barn","övrigt boende",0
"Sölvesborg","sammanboende med barn 0-24 år, 2 barn","uppgift saknas",0
"Sölvesborg","sammanboende med barn 0-24 år, 3+  barn","småhus, äganderätt",249
"Sölvesborg","sammanboende med barn 0-24 år, 3+  barn","småhus, bostadsrätt",0
"Sölvesborg","sammanboende med barn 0-24 år, 3+  barn","småhus, hyresrätt",9
"Sölvesborg","sammanboende med barn 0-24 år, 3+  barn","flerbostadshus, bostadsrätt",0
"Sölvesborg","sammanboende med barn 0-24 år, 3+  barn","flerbostadshus, hyresrätt",40
"Sölvesborg","sammanboende med barn 0-24 år, 3+  barn","specialbostad",0
"Sölvesborg","sammanboende med barn 0-24 år, 3+  barn","övrigt boende",0
"Sölvesborg","sammanboende med barn 0-24 år, 3+  barn","uppgift saknas",0
"Sölvesborg","övriga hushåll utan barn 0-24 år","småhus, äganderätt",301
"Sölvesborg","övriga hushåll utan barn 0-24 år","småhus, bostadsrätt",5
"Sölvesborg","övriga hushåll utan barn 0-24 år","småhus, hyresrätt",11
"Sölvesborg","övriga hushåll utan barn 0-24 år","flerbostadshus, bostadsrätt",22
"Sölvesborg","övriga hushåll utan barn 0-24 år","flerbostadshus, hyresrätt",99
"Sölvesborg","övriga hushåll utan barn 0-24 år","specialbostad",6
"Sölvesborg","övriga hushåll utan barn 0-24 år","övrigt boende",12
"Sölvesborg","övriga hushåll utan barn 0-24 år","uppgift saknas",0
"Sölvesborg","övriga hushåll med barn 0-24 år","småhus, äganderätt",94
"Sölvesborg","övriga hushåll med barn 0-24 år","småhus, bostadsrätt",0
"Sölvesborg","övriga hushåll med barn 0-24 år","småhus, hyresrätt",0
"Sölvesborg","övriga hushåll med barn 0-24 år","flerbostadshus, bostadsrätt",0
"Sölvesborg","övriga hushåll med barn 0-24 år","flerbostadshus, hyresrätt",32
"Sölvesborg","övriga hushåll med barn 0-24 år","specialbostad",0
"Sölvesborg","övriga hushåll med barn 0-24 år","övrigt boende",0
"Sölvesborg","övriga hushåll med barn 0-24 år","uppgift saknas",0
"Svalöv","ensamstående kvinnor -64 år utan barn","småhus, äganderätt",157
"Svalöv","ensamstående kvinnor -64 år utan barn","småhus, bostadsrätt",0
"Svalöv","ensamstående kvinnor -64 år utan barn","småhus, hyresrätt",31
"Svalöv","ensamstående kvinnor -64 år utan barn","flerbostadshus, bostadsrätt",14
"Svalöv","ensamstående kvinnor -64 år utan barn","flerbostadshus, hyresrätt",125
"Svalöv","ensamstående kvinnor -64 år utan barn","specialbostad",21
"Svalöv","ensamstående kvinnor -64 år utan barn","övrigt boende",0
"Svalöv","ensamstående kvinnor -64 år utan barn","uppgift saknas",39
"Svalöv","ensamstående kvinnor 65- år utan barn","småhus, äganderätt",186
"Svalöv","ensamstående kvinnor 65- år utan barn","småhus, bostadsrätt",6
"Svalöv","ensamstående kvinnor 65- år utan barn","småhus, hyresrätt",69
"Svalöv","ensamstående kvinnor 65- år utan barn","flerbostadshus, bostadsrätt",18
"Svalöv","ensamstående kvinnor 65- år utan barn","flerbostadshus, hyresrätt",144
"Svalöv","ensamstående kvinnor 65- år utan barn","specialbostad",54
"Svalöv","ensamstående kvinnor 65- år utan barn","övrigt boende",6
"Svalöv","ensamstående kvinnor 65- år utan barn","uppgift saknas",17
"Svalöv","ensamstående män -64 år utan barn","småhus, äganderätt",365
"Svalöv","ensamstående män -64 år utan barn","småhus, bostadsrätt",10
"Svalöv","ensamstående män -64 år utan barn","småhus, hyresrätt",45
"Svalöv","ensamstående män -64 år utan barn","flerbostadshus, bostadsrätt",30
"Svalöv","ensamstående män -64 år utan barn","flerbostadshus, hyresrätt",203
"Svalöv","ensamstående män -64 år utan barn","specialbostad",26
"Svalöv","ensamstående män -64 år utan barn","övrigt boende",13
"Svalöv","ensamstående män -64 år utan barn","uppgift saknas",69
"Svalöv","ensamstående män 65- år utan barn","småhus, äganderätt",186
"Svalöv","ensamstående män 65- år utan barn","småhus, bostadsrätt",5
"Svalöv","ensamstående män 65- år utan barn","småhus, hyresrätt",30
"Svalöv","ensamstående män 65- år utan barn","flerbostadshus, bostadsrätt",13
"Svalöv","ensamstående män 65- år utan barn","flerbostadshus, hyresrätt",68
"Svalöv","ensamstående män 65- år utan barn","specialbostad",26
"Svalöv","ensamstående män 65- år utan barn","övrigt boende",0
"Svalöv","ensamstående män 65- år utan barn","uppgift saknas",13
"Svalöv","ensamstående kvinnor med barn 0-24 år","småhus, äganderätt",102
"Svalöv","ensamstående kvinnor med barn 0-24 år","småhus, bostadsrätt",11
"Svalöv","ensamstående kvinnor med barn 0-24 år","småhus, hyresrätt",19
"Svalöv","ensamstående kvinnor med barn 0-24 år","flerbostadshus, bostadsrätt",8
"Svalöv","ensamstående kvinnor med barn 0-24 år","flerbostadshus, hyresrätt",85
"Svalöv","ensamstående kvinnor med barn 0-24 år","specialbostad",0
"Svalöv","ensamstående kvinnor med barn 0-24 år","övrigt boende",0
"Svalöv","ensamstående kvinnor med barn 0-24 år","uppgift saknas",9
"Svalöv","ensamstående män med barn 0-24 år","småhus, äganderätt",89
"Svalöv","ensamstående män med barn 0-24 år","småhus, bostadsrätt",0
"Svalöv","ensamstående män med barn 0-24 år","småhus, hyresrätt",0
"Svalöv","ensamstående män med barn 0-24 år","flerbostadshus, bostadsrätt",0
"Svalöv","ensamstående män med barn 0-24 år","flerbostadshus, hyresrätt",15
