"region","kön","ålder","MedTyp","X2018"
"Alvesta","totalt","totalt 20+ år","Median",276.5
"Alvesta","totalt","20-24 år","Medelvärde",188.6
"Alvesta","totalt","20-24 år","Median",192.2
"Älmhult","män","totalt 16+ år","Medelvärde",343.9
"Älmhult","män","totalt 16+ år","Median",323.3
"Älmhult","män","16-19 år","Medelvärde",24.6
"Älmhult","män","16-19 år","Median",5.3
"Älmhult","män","totalt 20+ år","Medelvärde",363.8
"Älmhult","män","totalt 20+ år","Median",337.6
"Älmhult","män","20-24 år","Medelvärde",208.6
"Älmhult","män","20-24 år","Median",224.3
"Älmhult","kvinnor","totalt 16+ år","Medelvärde",265.5
"Älmhult","kvinnor","totalt 16+ år","Median",233.7
"Älmhult","kvinnor","16-19 år","Medelvärde",29.2
"Älmhult","kvinnor","16-19 år","Median",6.9
"Älmhult","kvinnor","totalt 20+ år","Medelvärde",278.6
"Älmhult","kvinnor","totalt 20+ år","Median",248.9
"Älmhult","kvinnor","20-24 år","Medelvärde",171.1
"Älmhult","kvinnor","20-24 år","Median",172.8
"Älmhult","totalt","totalt 16+ år","Medelvärde",305.2
"Älmhult","totalt","totalt 16+ år","Median",277.4
"Älmhult","totalt","16-19 år","Medelvärde",26.7
"Älmhult","totalt","16-19 år","Median",5.4
"Älmhult","totalt","totalt 20+ år","Medelvärde",321.7
"Älmhult","totalt","totalt 20+ år","Median",291.5
"Älmhult","totalt","20-24 år","Medelvärde",192
"Älmhult","totalt","20-24 år","Median",199.4
"Markaryd","män","totalt 16+ år","Medelvärde",290.8
"Markaryd","män","totalt 16+ år","Median",291
"Markaryd","män","16-19 år","Medelvärde",28.1
"Markaryd","män","16-19 år","Median",11.4
"Markaryd","män","totalt 20+ år","Medelvärde",304.6
"Markaryd","män","totalt 20+ år","Median",301.2
"Markaryd","män","20-24 år","Medelvärde",210.4
"Markaryd","män","20-24 år","Median",238.3
"Markaryd","kvinnor","totalt 16+ år","Medelvärde",213.6
"Markaryd","kvinnor","totalt 16+ år","Median",192.1
"Markaryd","kvinnor","16-19 år","Medelvärde",32.3
"Markaryd","kvinnor","16-19 år","Median",18.7
"Markaryd","kvinnor","totalt 20+ år","Medelvärde",224.3
"Markaryd","kvinnor","totalt 20+ år","Median",202.7
"Markaryd","kvinnor","20-24 år","Medelvärde",146.4
"Markaryd","kvinnor","20-24 år","Median",117.9
"Markaryd","totalt","totalt 16+ år","Medelvärde",253.2
"Markaryd","totalt","totalt 16+ år","Median",239.3
"Markaryd","totalt","16-19 år","Medelvärde",30.3
"Markaryd","totalt","16-19 år","Median",14.6
"Markaryd","totalt","totalt 20+ år","Medelvärde",265.5
"Markaryd","totalt","totalt 20+ år","Median",251
"Markaryd","totalt","20-24 år","Medelvärde",182.5
"Markaryd","totalt","20-24 år","Median",185.5
"Växjö","män","totalt 16+ år","Medelvärde",327.3
"Växjö","män","totalt 16+ år","Median",320.2
"Växjö","män","16-19 år","Medelvärde",28.3
"Växjö","män","16-19 år","Median",6.2
"Växjö","män","totalt 20+ år","Medelvärde",346.2
"Växjö","män","totalt 20+ år","Median",334.8
"Växjö","män","20-24 år","Medelvärde",172.5
"Växjö","män","20-24 år","Median",140.8
"Växjö","kvinnor","totalt 16+ år","Medelvärde",254.3
"Växjö","kvinnor","totalt 16+ år","Median",242.4
"Växjö","kvinnor","16-19 år","Medelvärde",31.9
"Växjö","kvinnor","16-19 år","Median",12.6
"Växjö","kvinnor","totalt 20+ år","Medelvärde",266.6
"Växjö","kvinnor","totalt 20+ år","Median",254.2
"Växjö","kvinnor","20-24 år","Medelvärde",142.8
"Växjö","kvinnor","20-24 år","Median",120.2
"Växjö","totalt","totalt 16+ år","Medelvärde",290.9
"Växjö","totalt","totalt 16+ år","Median",278.2
"Växjö","totalt","16-19 år","Medelvärde",30
"Växjö","totalt","16-19 år","Median",9.1
"Växjö","totalt","totalt 20+ år","Medelvärde",306.4
"Växjö","totalt","totalt 20+ år","Median",292.8
"Växjö","totalt","20-24 år","Medelvärde",158.3
"Växjö","totalt","20-24 år","Median",129.7
"Ljungby","män","totalt 16+ år","Medelvärde",312.8
"Ljungby","män","totalt 16+ år","Median",314.6
"Ljungby","män","16-19 år","Medelvärde",35.4
"Ljungby","män","16-19 år","Median",15.2
"Ljungby","män","totalt 20+ år","Medelvärde",328.8
"Ljungby","män","totalt 20+ år","Median",326.4
"Ljungby","män","20-24 år","Medelvärde",228.6
"Ljungby","män","20-24 år","Median",261.8
"Ljungby","kvinnor","totalt 16+ år","Medelvärde",237.7
"Ljungby","kvinnor","totalt 16+ år","Median",223.4
"Ljungby","kvinnor","16-19 år","Medelvärde",35.3
"Ljungby","kvinnor","16-19 år","Median",18.1
"Ljungby","kvinnor","totalt 20+ år","Medelvärde",248.1
"Ljungby","kvinnor","totalt 20+ år","Median",233.1
"Ljungby","kvinnor","20-24 år","Medelvärde",170.4
"Ljungby","kvinnor","20-24 år","Median",172.1
"Ljungby","totalt","totalt 16+ år","Medelvärde",276.1
"Ljungby","totalt","totalt 16+ år","Median",267
"Ljungby","totalt","16-19 år","Medelvärde",35.3
"Ljungby","totalt","16-19 år","Median",16.3
"Ljungby","totalt","totalt 20+ år","Medelvärde",289.2
"Ljungby","totalt","totalt 20+ år","Median",278.5
"Ljungby","totalt","20-24 år","Medelvärde",201.5
"Ljungby","totalt","20-24 år","Median",212.2
"Högsby","män","totalt 16+ år","Medelvärde",255.8
"Högsby","män","totalt 16+ år","Median",247.9
"Högsby","män","16-19 år","Medelvärde",22
"Högsby","män","16-19 år","Median",6.2
"Högsby","män","totalt 20+ år","Medelvärde",271.3
"Högsby","män","totalt 20+ år","Median",260.2
"Högsby","män","20-24 år","Medelvärde",201
"Högsby","män","20-24 år","Median",230.1
"Högsby","kvinnor","totalt 16+ år","Medelvärde",213.8
"Högsby","kvinnor","totalt 16+ år","Median",199
"Högsby","kvinnor","16-19 år","Medelvärde",26.8
"Högsby","kvinnor","16-19 år","Median",6.2
"Högsby","kvinnor","totalt 20+ år","Medelvärde",224
"Högsby","kvinnor","totalt 20+ år","Median",208.8
"Högsby","kvinnor","20-24 år","Medelvärde",168
"Högsby","kvinnor","20-24 år","Median",171.2
"Högsby","totalt","totalt 16+ år","Medelvärde",235.6
"Högsby","totalt","totalt 16+ år","Median",223.4
"Högsby","totalt","16-19 år","Medelvärde",24.1
"Högsby","totalt","16-19 år","Median",6.2
"Högsby","totalt","totalt 20+ år","Medelvärde",248.4
"Högsby","totalt","totalt 20+ år","Median",235.1
"Högsby","totalt","20-24 år","Medelvärde",186.2
"Högsby","totalt","20-24 år","Median",198.8
"Torsås","män","totalt 16+ år","Medelvärde",280.3
"Torsås","män","totalt 16+ år","Median",272.7
"Torsås","män","16-19 år","Medelvärde",25.1
"Torsås","män","16-19 år","Median",4.1
"Torsås","män","totalt 20+ år","Medelvärde",296.4
"Torsås","män","totalt 20+ år","Median",287.2
"Torsås","män","20-24 år","Medelvärde",179.4
"Torsås","män","20-24 år","Median",182.3
"Torsås","kvinnor","totalt 16+ år","Medelvärde",222.7
"Torsås","kvinnor","totalt 16+ år","Median",205.8
"Torsås","kvinnor","16-19 år","Medelvärde",23.8
"Torsås","kvinnor","16-19 år","Median",7.9
"Torsås","kvinnor","totalt 20+ år","Medelvärde",232.3
"Torsås","kvinnor","totalt 20+ år","Median",215.2
"Torsås","kvinnor","20-24 år","Medelvärde",138.4
"Torsås","kvinnor","20-24 år","Median",133.7
"Torsås","totalt","totalt 16+ år","Medelvärde",252.6
"Torsås","totalt","totalt 16+ år","Median",239.9
"Torsås","totalt","16-19 år","Medelvärde",24.5
"Torsås","totalt","16-19 år","Median",5.3
"Torsås","totalt","totalt 20+ år","Medelvärde",265.3
"Torsås","totalt","totalt 20+ år","Median",250.9
"Torsås","totalt","20-24 år","Medelvärde",162.2
"Torsås","totalt","20-24 år","Median",147
"Mörbylånga","män","totalt 16+ år","Medelvärde",322.2
"Mörbylånga","män","totalt 16+ år","Median",316.5
"Mörbylånga","män","16-19 år","Medelvärde",32.2
"Mörbylånga","män","16-19 år","Median",18.6
"Mörbylånga","män","totalt 20+ år","Medelvärde",337.9
"Mörbylånga","män","totalt 20+ år","Median",326.9
"Mörbylånga","män","20-24 år","Medelvärde",187.7
"Mörbylånga","män","20-24 år","Median",173
"Mörbylånga","kvinnor","totalt 16+ år","Medelvärde",254.1
"Mörbylånga","kvinnor","totalt 16+ år","Median",241.2
"Mörbylånga","kvinnor","16-19 år","Medelvärde",37.6
"Mörbylånga","kvinnor","16-19 år","Median",27.3
"Mörbylånga","kvinnor","totalt 20+ år","Medelvärde",265.5
"Mörbylånga","kvinnor","totalt 20+ år","Median",251
"Mörbylånga","kvinnor","20-24 år","Medelvärde",156.8
"Mörbylånga","kvinnor","20-24 år","Median",151
"Mörbylånga","totalt","totalt 16+ år","Medelvärde",287.7
"Mörbylånga","totalt","totalt 16+ år","Median",273.8
"Mörbylånga","totalt","16-19 år","Medelvärde",34.9
"Mörbylånga","totalt","16-19 år","Median",23.3
"Mörbylånga","totalt","totalt 20+ år","Medelvärde",301.2
"Mörbylånga","totalt","totalt 20+ år","Median",286.2
"Mörbylånga","totalt","20-24 år","Medelvärde",174.3
"Mörbylånga","totalt","20-24 år","Median",164.6
"Hultsfred","män","totalt 16+ år","Medelvärde",280.1
"Hultsfred","män","totalt 16+ år","Median",280.2
"Hultsfred","män","16-19 år","Medelvärde",27.4
"Hultsfred","män","16-19 år","Median",5.9
"Hultsfred","män","totalt 20+ år","Medelvärde",295.4
"Hultsfred","män","totalt 20+ år","Median",295.7
"Hultsfred","män","20-24 år","Medelvärde",201.5
"Hultsfred","män","20-24 år","Median",212.3
"Hultsfred","kvinnor","totalt 16+ år","Medelvärde",214.7
"Hultsfred","kvinnor","totalt 16+ år","Median",196.9
"Hultsfred","kvinnor","16-19 år","Medelvärde",27.9
"Hultsfred","kvinnor","16-19 år","Median",11.9
"Hultsfred","kvinnor","totalt 20+ år","Medelvärde",224.2
"Hultsfred","kvinnor","totalt 20+ år","Median",207.2
"Hultsfred","kvinnor","20-24 år","Medelvärde",147
"Hultsfred","kvinnor","20-24 år","Median",128.1
"Hultsfred","totalt","totalt 16+ år","Medelvärde",248.4
"Hultsfred","totalt","totalt 16+ år","Median",236.5
"Hultsfred","totalt","16-19 år","Medelvärde",27.6
"Hultsfred","totalt","16-19 år","Median",8
"Hultsfred","totalt","totalt 20+ år","Medelvärde",260.6
"Hultsfred","totalt","totalt 20+ år","Median",249.2
"Hultsfred","totalt","20-24 år","Medelvärde",177.6
"Hultsfred","totalt","20-24 år","Median",170.4
"Mönsterås","män","totalt 16+ år","Medelvärde",316.4
"Mönsterås","män","totalt 16+ år","Median",313.4
"Mönsterås","män","16-19 år","Medelvärde",30.6
"Mönsterås","män","16-19 år","Median",6.6
"Mönsterås","män","totalt 20+ år","Medelvärde",332.7
"Mönsterås","män","totalt 20+ år","Median",324.1
"Mönsterås","män","20-24 år","Medelvärde",228.7
"Mönsterås","män","20-24 år","Median",250.4
"Mönsterås","kvinnor","totalt 16+ år","Medelvärde",231.9
"Mönsterås","kvinnor","totalt 16+ år","Median",217.1
"Mönsterås","kvinnor","16-19 år","Medelvärde",32.4
"Mönsterås","kvinnor","16-19 år","Median",13.7
"Mönsterås","kvinnor","totalt 20+ år","Medelvärde",242.7
"Mönsterås","kvinnor","totalt 20+ år","Median",228.3
"Mönsterås","kvinnor","20-24 år","Medelvärde",171.5
"Mönsterås","kvinnor","20-24 år","Median",167.3
"Mönsterås","totalt","totalt 16+ år","Medelvärde",274.8
"Mönsterås","totalt","totalt 16+ år","Median",261.8
"Mönsterås","totalt","16-19 år","Medelvärde",31.5
"Mönsterås","totalt","16-19 år","Median",8.5
"Mönsterås","totalt","totalt 20+ år","Medelvärde",288.3
"Mönsterås","totalt","totalt 20+ år","Median",274.3
"Mönsterås","totalt","20-24 år","Medelvärde",204.2
"Mönsterås","totalt","20-24 år","Median",210.4
"Emmaboda","män","totalt 16+ år","Medelvärde",295.3
"Emmaboda","män","totalt 16+ år","Median",288.7
"Emmaboda","män","16-19 år","Medelvärde",34.7
"Emmaboda","män","16-19 år","Median",6.1
"Emmaboda","män","totalt 20+ år","Medelvärde",312.2
"Emmaboda","män","totalt 20+ år","Median",304
"Emmaboda","män","20-24 år","Medelvärde",226
"Emmaboda","män","20-24 år","Median",228.7
"Emmaboda","kvinnor","totalt 16+ år","Medelvärde",225.3
"Emmaboda","kvinnor","totalt 16+ år","Median",209
"Emmaboda","kvinnor","16-19 år","Medelvärde",31.2
"Emmaboda","kvinnor","16-19 år","Median",6.5
"Emmaboda","kvinnor","totalt 20+ år","Medelvärde",234.6
"Emmaboda","kvinnor","totalt 20+ år","Median",219.4
"Emmaboda","kvinnor","20-24 år","Medelvärde",161.7
"Emmaboda","kvinnor","20-24 år","Median",161.4
"Emmaboda","totalt","totalt 16+ år","Medelvärde",261.5
"Emmaboda","totalt","totalt 16+ år","Median",246.7
"Emmaboda","totalt","16-19 år","Medelvärde",33.3
"Emmaboda","totalt","16-19 år","Median",6.2
"Emmaboda","totalt","totalt 20+ år","Medelvärde",274.4
"Emmaboda","totalt","totalt 20+ år","Median",258.8
"Emmaboda","totalt","20-24 år","Medelvärde",198
"Emmaboda","totalt","20-24 år","Median",195.7
"Kalmar","män","totalt 16+ år","Medelvärde",325.9
"Kalmar","män","totalt 16+ år","Median",318.5
"Kalmar","män","16-19 år","Medelvärde",29.2
"Kalmar","män","16-19 år","Median",10.2
"Kalmar","män","totalt 20+ år","Medelvärde",342.7
"Kalmar","män","totalt 20+ år","Median",330
"Kalmar","män","20-24 år","Medelvärde",184.5
"Kalmar","män","20-24 år","Median",170.9
"Kalmar","kvinnor","totalt 16+ år","Medelvärde",254.1
"Kalmar","kvinnor","totalt 16+ år","Median",242.3
"Kalmar","kvinnor","16-19 år","Medelvärde",31.5
"Kalmar","kvinnor","16-19 år","Median",17.7
"Kalmar","kvinnor","totalt 20+ år","Medelvärde",266
"Kalmar","kvinnor","totalt 20+ år","Median",253.9
"Kalmar","kvinnor","20-24 år","Medelvärde",146.5
"Kalmar","kvinnor","20-24 år","Median",126.8
"Kalmar","totalt","totalt 16+ år","Medelvärde",289.5
"Kalmar","totalt","totalt 16+ år","Median",278.3
"Kalmar","totalt","16-19 år","Medelvärde",30.3
"Kalmar","totalt","16-19 år","Median",14.3
"Kalmar","totalt","totalt 20+ år","Medelvärde",303.8
"Kalmar","totalt","totalt 20+ år","Median",290.6
"Kalmar","totalt","20-24 år","Medelvärde",165
"Kalmar","totalt","20-24 år","Median",146.5
"Nybro","män","totalt 16+ år","Medelvärde",283.8
"Nybro","män","totalt 16+ år","Median",281.8
"Nybro","män","16-19 år","Medelvärde",28.2
"Nybro","män","16-19 år","Median",6.4
"Nybro","män","totalt 20+ år","Medelvärde",300
"Nybro","män","totalt 20+ år","Median",296.1
"Nybro","män","20-24 år","Medelvärde",194.3
"Nybro","män","20-24 år","Median",191.2
"Nybro","kvinnor","totalt 16+ år","Medelvärde",221.7
"Nybro","kvinnor","totalt 16+ år","Median",207
"Nybro","kvinnor","16-19 år","Medelvärde",25.7
"Nybro","kvinnor","16-19 år","Median",6.5
"Nybro","kvinnor","totalt 20+ år","Medelvärde",230.9
"Nybro","kvinnor","totalt 20+ år","Median",216.2
"Nybro","kvinnor","20-24 år","Medelvärde",152.6
"Nybro","kvinnor","20-24 år","Median",137.7
"Nybro","totalt","totalt 16+ år","Medelvärde",253.2
"Nybro","totalt","totalt 16+ år","Median",242.4
"Nybro","totalt","16-19 år","Medelvärde",27.2
"Nybro","totalt","16-19 år","Median",6.4
"Nybro","totalt","totalt 20+ år","Medelvärde",265.7
"Nybro","totalt","totalt 20+ år","Median",254.5
"Nybro","totalt","20-24 år","Medelvärde",176.1
"Nybro","totalt","20-24 år","Median",163
"Oskarshamn","män","totalt 16+ år","Medelvärde",339.8
"Oskarshamn","män","totalt 16+ år","Median",341.4
"Oskarshamn","män","16-19 år","Medelvärde",30.1
"Oskarshamn","män","16-19 år","Median",11.1
"Oskarshamn","män","totalt 20+ år","Medelvärde",357.1
"Oskarshamn","män","totalt 20+ år","Median",352.1
"Oskarshamn","män","20-24 år","Medelvärde",254.3
"Oskarshamn","män","20-24 år","Median",291.6
"Oskarshamn","kvinnor","totalt 16+ år","Medelvärde",250.8
"Oskarshamn","kvinnor","totalt 16+ år","Median",237
"Oskarshamn","kvinnor","16-19 år","Medelvärde",34.5
"Oskarshamn","kvinnor","16-19 år","Median",18.2
"Oskarshamn","kvinnor","totalt 20+ år","Medelvärde",263.4
"Oskarshamn","kvinnor","totalt 20+ år","Median",250.2
"Oskarshamn","kvinnor","20-24 år","Medelvärde",192.6
"Oskarshamn","kvinnor","20-24 år","Median",188.1
"Oskarshamn","totalt","totalt 16+ år","Medelvärde",295.9
"Oskarshamn","totalt","totalt 16+ år","Median",288.1
"Oskarshamn","totalt","16-19 år","Medelvärde",32.3
"Oskarshamn","totalt","16-19 år","Median",13.9
"Oskarshamn","totalt","totalt 20+ år","Medelvärde",310.9
"Oskarshamn","totalt","totalt 20+ år","Median",302
"Oskarshamn","totalt","20-24 år","Medelvärde",227.5
"Oskarshamn","totalt","20-24 år","Median",239.4
"Västervik","män","totalt 16+ år","Medelvärde",298.9
"Västervik","män","totalt 16+ år","Median",284.5
"Västervik","män","16-19 år","Medelvärde",29.9
"Västervik","män","16-19 år","Median",10.6
"Västervik","män","totalt 20+ år","Medelvärde",314.4
"Västervik","män","totalt 20+ år","Median",300.1
"Västervik","män","20-24 år","Medelvärde",190.6
"Västervik","män","20-24 år","Median",189.6
"Västervik","kvinnor","totalt 16+ år","Medelvärde",241.3
"Västervik","kvinnor","totalt 16+ år","Median",222.8
"Västervik","kvinnor","16-19 år","Medelvärde",31
"Västervik","kvinnor","16-19 år","Median",15.7
"Västervik","kvinnor","totalt 20+ år","Medelvärde",250.9
"Västervik","kvinnor","totalt 20+ år","Median",231.7
"Västervik","kvinnor","20-24 år","Medelvärde",155.5
"Västervik","kvinnor","20-24 år","Median",152.4
"Västervik","totalt","totalt 16+ år","Medelvärde",270.1
"Västervik","totalt","totalt 16+ år","Median",251.4
"Västervik","totalt","16-19 år","Medelvärde",30.4
"Västervik","totalt","16-19 år","Median",12.7
"Västervik","totalt","totalt 20+ år","Medelvärde",282.5
"Västervik","totalt","totalt 20+ år","Median",262.6
"Västervik","totalt","20-24 år","Medelvärde",174.2
"Västervik","totalt","20-24 år","Median",169.6
"Vimmerby","män","totalt 16+ år","Medelvärde",303
"Vimmerby","män","totalt 16+ år","Median",310.4
"Vimmerby","män","16-19 år","Medelvärde",34.4
"Vimmerby","män","16-19 år","Median",17.6
"Vimmerby","män","totalt 20+ år","Medelvärde",320
"Vimmerby","män","totalt 20+ år","Median",321.2
"Vimmerby","män","20-24 år","Medelvärde",235.9
"Vimmerby","män","20-24 år","Median",272.1
"Vimmerby","kvinnor","totalt 16+ år","Medelvärde",236.4
"Vimmerby","kvinnor","totalt 16+ år","Median",227.3
"Vimmerby","kvinnor","16-19 år","Medelvärde",40.5
"Vimmerby","kvinnor","16-19 år","Median",30.3
"Vimmerby","kvinnor","totalt 20+ år","Medelvärde",246.5
"Vimmerby","kvinnor","totalt 20+ år","Median",237.4
"Vimmerby","kvinnor","20-24 år","Medelvärde",181
"Vimmerby","kvinnor","20-24 år","Median",189.3
"Vimmerby","totalt","totalt 16+ år","Medelvärde",270.4
"Vimmerby","totalt","totalt 16+ år","Median",262.7
"Vimmerby","totalt","16-19 år","Medelvärde",37.1
"Vimmerby","totalt","16-19 år","Median",24.7
"Vimmerby","totalt","totalt 20+ år","Medelvärde",283.9
"Vimmerby","totalt","totalt 20+ år","Median",274.9
"Vimmerby","totalt","20-24 år","Medelvärde",212.1
"Vimmerby","totalt","20-24 år","Median",232.9
"Borgholm","män","totalt 16+ år","Medelvärde",282.5
"Borgholm","män","totalt 16+ år","Median",259.8
"Borgholm","män","16-19 år","Medelvärde",37.4
"Borgholm","män","16-19 år","Median",28.1
"Borgholm","män","totalt 20+ år","Medelvärde",296.1
"Borgholm","män","totalt 20+ år","Median",270.6
"Borgholm","män","20-24 år","Medelvärde",185.9
"Borgholm","män","20-24 år","Median",179.5
"Borgholm","kvinnor","totalt 16+ år","Medelvärde",231.6
